,nose_ratio,nose_shoulder_perp,eye_shldr_angle,arm_angle_left,arm_angle_right,ear_eye_left,ear_eye_right
0,2.5632011235952628,2.436310685462258,1.7899106082461191,99,99,-0.0,-6.340191745909848
