,nose_ratio,nose_shoulder_perp,eye_shldr_angle,arm_angle_left,arm_angle_right,ear_eye_left,ear_eye_right
0,2.6438222176173922,2.638470313239112,-5.194428907734803,99,98.84181456019164,11.309932474020185,18.43494882292197
