,nose_ratio,nose_shoulder_perp,eye_shldr_angle,arm_angle_left,arm_angle_right,ear_eye_left,ear_eye_right
0,3.566593365565258,3.39285442777864,-5.479629541656214,99,99,45.000000000000014,66.03751102542181
