,nose_ratio,nose_shoulder_perp,eye_shldr_angle,arm_angle_left,arm_angle_right,ear_eye_left,ear_eye_right
0,13.67073110293992,10.161374403734314,3.012787504183353,99,99,16.38954033403477,-14.036243467926468
