,nose_ratio,nose_shoulder_perp,eye_shldr_angle,arm_angle_left,arm_angle_right,ear_eye_left,ear_eye_right
0,2.34454976066769,2.2631817550628353,-1.432096184164653,99,99,-0.0,14.036243467926433
