,nose_ratio,nose_shoulder_perp,eye_shldr_angle,arm_angle_left,arm_angle_right,ear_eye_left,ear_eye_right
0,2.9295104113144896,2.8749999999999987,0.0,120.96375653207352,99,12.528807709151483,33.69006752597973
