,nose_ratio,nose_shoulder_perp,eye_shldr_angle,arm_angle_left,arm_angle_right,ear_eye_left,ear_eye_right
0,3.178049716414141,3.16227766016838,18.43494882292197,126.86989764584396,143.97262661489634,26.565051177078146,33.69006752597976
