,nose_ratio,nose_shoulder_perp,eye_shldr_angle,arm_angle_left,arm_angle_right,ear_eye_left,ear_eye_right
0,3.945923529416146,3.564011043394519,3.9909130984297794,99,99,12.094757077012106,33.69006752597985
