,nose_ratio,nose_shoulder_perp,eye_shldr_angle,arm_angle_left,arm_angle_right,ear_eye_left,ear_eye_right
0,3.1622776601683786,3.1478492461468446,2.570737110690504,99,99,41.63353933657021,69.44395478041652
