,nose_ratio,nose_shoulder_perp,eye_shldr_angle,arm_angle_left,arm_angle_right,ear_eye_left,ear_eye_right
0,3.9602617930368886,3.8183766184073566,8.13010235415597,114.34108993669254,99,59.0362434679265,33.6900675259798
