,nose_ratio,nose_shoulder_perp,eye_shldr_angle,arm_angle_left,arm_angle_right,ear_eye_left,ear_eye_right
0,6.62414600871897,6.092618484691116,-13.671307132195759,99,99,25.016893478100027,82.87498365109828
